Date,Score,Reviews
"Jan 2, 2020",POSITIVE,Adam Sandler gave Oscar worthy performance! Very intense. Amazing!!!
"Jan 2, 2020",NEGATIVE,"All 7 of us from age 13 to 52 absolutely thought it was the biggest waste of over 2hrs of our time! Slow moving, unsatisfying, swearing for no effect, let down!"
"Jan 2, 2020",POSITIVE,"if youre expecting a typical Adam Sandler move, youll hate this film. If you go in without expectation, youll be blown away by his performance.
Its not an easy film to watch, its loud, violent, fast paced. It depicts the ugly side of life. However, theres beauty in tragedy and Sandler and cast deliver."
"Jan 2, 2020",POSITIVE,"The movie was a constant 2 hour rush, the adrenaline and anxiety keeps you locked in on Sandlers every move. Big time acting, big time movie."
"Jan 2, 2020",NEUTRAL,I'm surprised to see so many people that said they left in the middle of the movie. I thought it was decent and great at building tension. Good acting all around. 
"Jan 2, 2020",NEGATIVE,"If there was a negative star I would use that. Adam Sandler was irritating at his very best. The movie actually put me in a terrible mood, thats how irritating it was. He should be embarrassed."
"Jan 2, 2020",NEUTRAL,"An unpredictable and character-driven story that immediately jams the gas pedal through floor and never lets up. Adam Sandler could have use an Adderall or something—his performance is like watching a two hour heavy metal drum solo, and a lot of people will think that’s a good thing. Will you be entertained? Definitely."
"Jan 2, 2020",NEGATIVE,Super stressful movie with odd music and cinematography.
"Jan 2, 2020",NEGATIVE,They fooled me and by that I mean I wasted my money on this movie thinking it would be good based off rotten tomatoes crazy positive feedback. It was slow and then got slower. I don’t see how anyone could rate this positive. I felt like I was watching jersey shore with all the nonsense yelling that went from beginning to end. Stay away and wait for Adam Sandler’s next film. Or gamble and lose.
"Jan 2, 2020",NEGATIVE,"It was horrible.  Nothing good about it. Script - pointless, acting- pathetic,  film - marginal.  I have never posted a review before"
"Jan 2, 2020",POSITIVE,GREAT MOVIE  MUST SEE !!!
"Jan 2, 2020",POSITIVE,"Man, this is a ride! Probably Adam Sandler's best work to date. The writing, the atmosphere, the acting, everything about it is smooth. Shout-out to KG, solid solid work. No one in this movie is off. It's fast ,it's fun, and it's funny. 10/10"
"Jan 2, 2020",POSITIVE,"Outstanding, authentic view of a man possessed by pursuit of money and how it becomes his undoing.  See it!"
"Jan 2, 2020",POSITIVE,"Relentlessly entertaining and you never know what's going to happen next. You can tell how much an audience is enjoying a movie and mine fucking loved it. The cinematography was restricted to close-ups of chatacters' faces, but this was an artistic choice to convey a sense of anxiety. As this character digs himself deeper and deeper, you can't help but feel bad for the guy - this is why the instantly likable Sandler was crucial for this role. The Safdie's have proven themselves to have a propensity for films that are both exhilarating and thought-provoking. I fucking loved it."
"Jan 2, 2020",NEGATIVE,This movie was not at all what I was expecting. A lot of very anti-climactic scenes and a sort of boring storyline. I was finally somewhat interested about an hour or more into the movie. The acting was fantastic. I love Adam Sandler in serious roles. This was just a let down though.
"Jan 2, 2020",NEGATIVE,"Movie was legit terrible....
Director did a great job of making me feel like I was in the movie...a 2 hour anxiety attack that is. No storyline, Shaking camera, loud voices and terrible music filled the entire film. People left within 30 min of the movie and man were they the smart ones - got their money back at least. Leaving the theater I heard numerous people complain - so I know its not just me i.e. have a migraine now. I was in the same boat as the person who said that waking out of the theater. If you like anxiety attacks then youll love this movie"
"Jan 2, 2020",NEUTRAL,"Very intense, loud, non stop talking/arguing/yelling. Very frustrating movie."
"Jan 2, 2020",NEGATIVE,"I appreciated Sandlers portrayal Howie. It was great. However, the frantic camera work and the extended dialogue at a yelling decibel took away from the performances. The movie gave me a headache!"
"Jan 2, 2020",POSITIVE,Good in the same way Requiem for a Dream is good. Good movie but not pleasant or enjoyable to watch 
"Jan 2, 2020",NEGATIVE,The worst movie ever setting the world record for the number of times they said Fuck.
"Jan 2, 2020",NEGATIVE,Profane and disgusting.  Left after an hour.
"Jan 2, 2020",POSITIVE,Adam Sandler does a great job playing a role out of his element.
"Jan 2, 2020",POSITIVE,"Best Adam Sandler's  movie  yet ,a bit mind boggling but good movie ending could have been better but good."
"Jan 2, 2020",POSITIVE,Adam Sandler is a wonderful actor. This movie had us at the edge of our seats. His life literally spiraled out of control. The ending was unbelievable my mouth dropped. I still can't get over the end. Great movie please go see & support!
"Jan 2, 2020",POSITIVE,"Reading some of these audience reviews reminds me when I saw Bad Santa in the theater, and clueless parents who brought their children walked out.  If you went to this movie without having a clue what it was about, then you probably also fall for telephone scams.  If you saw the trailer, the movie delivered EXACTLY what it promised.  I guess some folks can't handle a little discomfort in their lives.  Go see Frozen 2, you'll feel better, and I'm sure it will spark eclectic conversation after."
"Jan 2, 2020",POSITIVE,"Acting was incredible but the story and all the yelling, made me so a.xious and uncomfortable.  The filmakers' previous films are apparently known for creating that feelling. Had to talk myself down from leaving the theater."
"Jan 1, 2020",POSITIVE,Best movie Adam Sandler has ever made
"Jan 1, 2020",NEGATIVE,"If you want to see a horrible movie, waste 2+ hours of your life at a HORRIBLE movie, then go ahead."
"Jan 1, 2020",NEGATIVE,It wasn’t as good as I thought it would be.
"Jan 1, 2020",NEGATIVE,Horrible.. I walked out and I’m a huge Adam Sandler fan
"Jan 1, 2020",NEGATIVE,Just not good.  Too much profanity. Horrible ending.
"Jan 1, 2020",POSITIVE,Adam Sandler like youve never seen him before. This movie made you sweat from nervous energy.  Riveting performances throughout.
"Jan 1, 2020",POSITIVE,Good storyline... acting... kept me engages.... would recommend
"Jan 1, 2020",NEGATIVE,"Movie gave me a headache, but I love Adam in serious roles. I think he is a very talented actor."
"Jan 1, 2020",POSITIVE,"So good. I have a new vote for Best Film of the Year. All the people spreading propaganda hate for Adam Sandler need to be forever banned from Rotten Tomatoes. Do not believe the terrible ratings. If you like drama, high intensity emotions, and understand compulsions even a little, you will be intrigued."
"Jan 1, 2020",NEGATIVE,Too loud and too much cussing!  The worst movie I’ve seen in years 😟
"Jan 1, 2020",NEGATIVE,"The whole movie was bad. The story was bad, it never when anywhere. Maybe from bad to worse"
"Jan 1, 2020",NEGATIVE,Adam Sandler was very good but the movie was horrible. 2+ hours of my life I can t get back
"Jan 1, 2020",NEGATIVE,Didn’t like all the four letters and the “N “ words
"Jan 1, 2020",NEGATIVE,"reminded me too much of growing up in a chaotic, loud, drama-steeped family.  I was uncomfortable the whole time, people were walking out.  I stuck it out hoping it would get better.  But it never did."
"Jan 1, 2020",POSITIVE,Great movie. @ hours of unstopped action conducting bu Asam Sandler
"Jan 1, 2020",POSITIVE,"Adam Sandler is incredible in this movie.  Non stop from beginning to end.  Love,Love, Love"
"Jan 1, 2020",NEGATIVE,Horrible!  Many swear words and too many actors talking at once it gave me a headache.
"Jan 1, 2020",NEGATIVE,"Most irritating 2 hrs I've ever spent in a movie theater. Pointless story, zero character development, and horrible synth music that could've been put together by a teenager with a laptop. Worst of all, it'll be celebrated by critics for being ""artsy"" and ""edgy"" when, in reality, it's just weird nonsense spewed out of the butts of some entitled frat bro film school grads who think it's ""deep"" when it's really, really not."
"Jan 1, 2020",NEGATIVE,It was horrible -  no real plot.  Very stereotypical!  Horrible ending -  very loud and obnoxious
"Jan 1, 2020",NEGATIVE,Not the greatest story although Adam was good
"Dec 31, 2019",POSITIVE,"Not a formulaic plotline, very convincing story and portrayals, I was looking forward to seeing another Adam Sandler film ever since seeing ""Punch Drunk Love"" recently for the first time and ""Uncut Gems"" was even better (and much different).  Very big Adam Sandler fan now."
"Dec 31, 2019",POSITIVE,Different kind of animal and I would be shocked if Sandler wasnt nominated
"Dec 31, 2019",NEGATIVE,The movie makes 0 sense. It’s long and boring. Adam Sandler of course did good but the story just sucked. Nothing made sense.
"Dec 31, 2019",NEUTRAL,Impressed with Adam Sandler
"Dec 31, 2019",NEUTRAL,Far too much cursing.
"Dec 31, 2019",POSITIVE,This movie is anxiety-ridden from the start and never lets up but a great ride and definitely sticks with you.
"Dec 31, 2019",NEGATIVE,"This movie seemed like a LOONG nothing happen scene. There were a lot of irrelevant, unecessary scenes to it that did nothing but add to the confusion."
"Dec 31, 2019",NEUTRAL,"Adam Sandler was excellent. The story was tragic, with no let up, or relief. It was too uncomfortable to watch."
"Dec 31, 2019",POSITIVE,fast from start to finish
"Dec 31, 2019",NEGATIVE,Not much of a story .  The movie was just busy. A lot yelling about trying to sell /auction off a stone with gems in order to settle gambling debt.
"Dec 31, 2019",POSITIVE,"Everyone is bitching about the language??? Really? Have you seen a film like good fellas? Yeah this is how some real folks talk! I am a diamond dealer in the district, and this is how some of theses guys act, language wise, and fast paced deals too! Good movie would of liked more focus on gem stone dealings over unpaid bookie bets! Overall good flic! And seeing Adam Sandler play this role was refreshing!!!"
"Dec 31, 2019",POSITIVE,Full of action and suspense most definitely a must see!
"Dec 31, 2019",POSITIVE,Adam Sandler had a great performance in this movie. Great feature film debut by Julia Fox. Story kept me intrigued the whole time.
"Dec 31, 2019",NEGATIVE,No stars. This is one of the worst movies I have ever seen. The continuous shouting and dizzying camera work accompanied tedious characters. The irritating result is not worth ones time or money. UNWATCHABLE...I walked out.
"Dec 31, 2019",NEGATIVE,Uncomfortable watching a 2 hour train wreck.  Loud and not of much value.  Im a Sandler fan.  But not a great story. I was happy it ended.
"Dec 31, 2019",NEUTRAL,Disliked all swearing but guess it goes with the story    Have no idea what a colonoscopy had to do with anything in this movie.
"Dec 31, 2019",POSITIVE,Excellent film. Adam Sandler was incredible in this  serious role.
"Dec 31, 2019",NEGATIVE,"We left the movie after about 35 minutes.  Although the  potential for a story was there, the actors constant yelling and swearing were too much for us."
"Dec 31, 2019",POSITIVE,Adrenaline rush through the whole movie. Sandlers at his best in this
"Dec 31, 2019",NEGATIVE,Horrible story line. Ready to leave fifteen minutes into the movie.
"Dec 30, 2019",NEGATIVE,Obnoxious and unbearable to watch! No better than a student film.  Sad! The story people wanted to watch had potential...but instead we all got ripped off!
"Dec 30, 2019",NEGATIVE,Sandler was amazing and the highlight. Script itself was very lacking. None of the characters were likeable and every decision Sandler made made me wanna smack him. Non stop diggig himself into deeper holes.
"Dec 30, 2019",POSITIVE,If Adam Sandler doesnt win awards for this film its all rigged!  He was amazing and the movie was amazing.  First movie in a loooonnnggg time that had me on the edge of my seat throughout the whole film!  A+ film
"Dec 30, 2019",POSITIVE,I created an account on this website just so I could try and help bump the audience score up a bit.
"Dec 30, 2019",POSITIVE,this was an incredibly stressful movie to watch! 
"Dec 30, 2019",NEGATIVE,Movie wasn't what I thought it was. Still not sure of the meaning.
"Dec 30, 2019",POSITIVE,"This was a very intelligent movie requiring the viewer to immerse themselves into a culture, a mindset, and characters at every moment. Adam Sandler delivers an amazing performance proven yet again why he is one of my favorite actors."
"Dec 30, 2019",POSITIVE,"Amazing movie, really makes you involved in the story. Adam Sandler really sold his act."
"Dec 30, 2019",NEGATIVE,Boring as hell up until the end. Watching Adam Sandler’s character run around trying to manage multiple debts was a drag. Sucks that the highlight was Kevin Garnets acting.
"Dec 30, 2019",NEUTRAL,"is frantic, great effort by Sandler. He gives his best but ends up been unidirectional. The music in some moments eclipse the characters journey."
"Dec 30, 2019",POSITIVE,they should provide 1 hour of therapist and massage after watching this movie... it stresses you every minute of it. non stop bad decisions.  but if you dont fall in love with his lover character you aren't human.
"Dec 30, 2019",NEGATIVE,Waste of time. No character development. No substance. Cringe for the sake of cringe.
"Dec 30, 2019",NEGATIVE,"Liked it. Didn't love it. This movie was too stressful. I almost walked out but powered through since I was with a group of friends.

One of my buddies bounced because the movie gave her headache.

Wouldn't put this in my top 10. A bit too long for the story they're telling. Satisfying ending."
"Dec 30, 2019",POSITIVE,Best serious role of Adam Sandler. The movie kept me entertained from beginning to end. An absolute must see.
"Dec 30, 2019",POSITIVE,"Uncut gems is a roller coaster of a movie in the best possible way. Adam Sandler give a career redefining performance, and KG's acting is on par with his 2004 MVP season."
"Dec 30, 2019",POSITIVE,"This movie is amazingly put together led on a ride by Adam Sandler's character Howard. A man who knows no bounds when it comes to gambling his money, relationships, and his own life. Mesmerizing and intense. Safdie brothers and everyone involved in this have made something great."
"Dec 30, 2019",POSITIVE,Sandlers best performance ever 10/10
"Dec 30, 2019",POSITIVE,Sandler plays one of the most stressful characters I’ve ever seen and nails it. Chaotic movie in the best way possible 
"Dec 30, 2019",NEGATIVE,Language atrocious!  Story line nearly impossible to follow. Liked that Idina Menzel was cast as Dinah.
"Dec 30, 2019",NEGATIVE,"Adam Sandler robbed me of a good christmas day and $13.50. 2 hours of yelling without a single oscar worthy performance in sight, with Kevin Garnett proving that he should never act again. "
"Dec 30, 2019",NEGATIVE,Has to be the worst movie I actually sat through.  Must have said to my hubby this is the worst movie a hundred times.  He is no longer allowed to pick our movie selections.  Nothing but yelling the entire movie.  So agitating.
"Dec 30, 2019",NEGATIVE,"I’ve been so excited to see this film for months, and was very disappointed! Though I was impressed with Adam Sandler’s performance, which showed depth of his craft, the movie itself was a sad, lifeless cautionary tale of the dark side of gambling and greed."
"Dec 30, 2019",POSITIVE,Movie was super intense
"Dec 30, 2019",NEGATIVE,This movie would have been so much better if it was 15 minutes long.
"Dec 30, 2019",NEGATIVE,Disappointed...was really hoping for a great movie for a different role for Sandler.  But it could have been told better and been less predictable.
"Dec 30, 2019",NEGATIVE,probably the worst movie I've ever seen
"Dec 30, 2019",NEGATIVE,The movie sucked! The person sitting next to me was obnoxious.
"Dec 30, 2019",NEUTRAL,Very well done albeit sometimes tough to watch... Adam Sandler is Fantastic!
"Dec 30, 2019",NEUTRAL,I love Adam Sandler. But his other dramatic roles before this were better. He is the only reason I came to see it.
"Dec 30, 2019",POSITIVE,"A panic attack of greed, addiction and mania.
Extremely compelling and a window into a unique world."
"Dec 30, 2019",POSITIVE,Very engaging! Shocking end!
"Dec 30, 2019",NEGATIVE,"Horrible language & I'm not a prude!  Crude, stressful & just a downer!"
"Dec 30, 2019",NEGATIVE,"What the Hell?
As I exited the theater, shaking my head from side to side, at theater worker observed my disgust and shook his head at me to connote that he agreed.

I have NO idea why Adam Sandler agreed to be in this film, but the beneficiary was the actor Lakeith Stanfield!!!!!

I would Not recommend this film to another, living soul."
"Dec 30, 2019",NEGATIVE,"Quite possibly, the worst movie ever made. Zero exaggeration here. Movies are supposed to be an escape from reality -- this movie is nothing but stressful and downright bad. The musical score even worse. Sandler should stick to his feel good comedies and the Safdie brothers should never be allowed to make another movie again. Please please please save your 12 and more importantly, your 2.5 hours of time."
"Dec 30, 2019",NEGATIVE,Yay!   you just won two hours saved by missing this horrible film.   It’s a good movie if you want to test the eject DVD button.
"Dec 30, 2019",POSITIVE,A little repetitive .
"Dec 30, 2019",NEGATIVE,"While I was excited to see Adam Sandler in a dramatic role, this movie's plot was so bad, not even he could save it... don't waste your  time or Money"
"Dec 30, 2019",NEGATIVE,I want the 2+ hours of my life back
"Dec 30, 2019",POSITIVE,"It was an awesome movie! It was fast paced, a lot of talking, telling so get ready for that! It got intense at times. Edge of your seat! You will walk away like Wow!"
"Dec 30, 2019",NEGATIVE,Worst movie Ive ever seen! Everything about it was horrible. People constantly talking at once so you cant understand anything theyre saying. Actually mostly yelling! Plot was nonexistent. Bad all around....should have left before it was over. Dont waste your time or money!!
"Dec 29, 2019",NEGATIVE,didn't meet our expectations
"Dec 29, 2019",NEGATIVE,Horrible story about low lives
"Dec 29, 2019",NEUTRAL,Seriously - be prepared to feel major stress and anxiety. The movie has intense scenes and almost manic depiction of the chaos and stress of a gambler. Sandler was great - the movie sets out to make you uncomfortable and it works... not a comedy and not like anything I’ve seen before. I don’t like it but appreciate the art of the film. Not for most
"Dec 29, 2019",POSITIVE,Great film. Non stop and anxiety inducing. Adam Sandler's performance as Howard was awesome. Making you feel bad for a scumbag of a person.
"Dec 29, 2019",NEGATIVE,"Loud and annoying, repetitive storyline!  What a waste of an evening!!!!"
"Dec 29, 2019",NEGATIVE,"Adam Sandler's idea of good acting includes swearing and yelling at the top of his lungs for 2 hours straight. Sandler provide's what is perhaps the worst crying acting i've ever seen in my life. There is no reason to root for this character. I cannot see how any decent person would look at Sandler's character and think, ""oh ya, I really want to see this guy to succeed."""
"Dec 29, 2019",NEGATIVE,If you want to hear two hours and fifteen minutes of loud New York Jews cussing and talking over each other - this is the film for you.  It was really annoying.
"Dec 29, 2019",POSITIVE,loved the movie hated the music
"Dec 29, 2019",NEUTRAL,Slooooow movie without a strong plot...Could've watched this on Nexflix.
"Dec 29, 2019",NEUTRAL,"This was one strange, bizarre movie; unlike any Adam Sandler flick I’ve ever seen. "
"Dec 29, 2019",POSITIVE,Ayo the ending was max
"Dec 29, 2019",POSITIVE,"Riveting, non stop. Incredible acting all around."
"Dec 29, 2019",POSITIVE,"It was intense, funny n exciting... Adam Sandler played an amazing role."
"Dec 29, 2019",NEGATIVE,"Way too much foul language , violence ,
Frenetic non-stop problematic lifestyle . 
No redeeming characters . One note plot— just one horrible situation after another ."
"Dec 29, 2019",NEGATIVE,This movie was monotonous and repetitious. Just a bunch of profanities and Adam Sandler's character trying to undo one failed scheme with another. I felt so anxious because you knew the scheme of the moment was going to fail.  I just wanted it to be over.
"Dec 29, 2019",NEGATIVE,Adam was good the story line just Sucked! 
"Dec 29, 2019",NEGATIVE,Sucked butt! Can’t believe you Sandler!
"Dec 29, 2019",NEGATIVE,"neither of what it had going for it was successful, not a good sports movie and not a good underground crime film."
"Dec 29, 2019",NEGATIVE,"Typical gambling and degenerate movie. Everything that can go wrong, goes wrong, per usual! Adam Sandler wasn’t that good, just annoying. Wasn’t very realistic, and too much fluff in the movie. Adam Sandler should stick to comedy and leave the academy awards to the A list actors. This movie had me so excited till I watched it!"
"Dec 29, 2019",NEGATIVE,An unrelenting frenetic headache-inducing portrayal  of the utterly pathetic world of compulsive gamblers and their associates. Adam Sandler’s acting was good but there were no redeeming qualities to any of the characters. What a colossal waste of 2 hours of my life. 👎🏻
"Dec 28, 2019",POSITIVE,Why are so many people complaining about the language in this movie? It is a rated R movie what were you expecting a Disney kids movie? This movie should have a way higher rating than what people are giving it. it is a solid 8 out of 10 but I'm giving it a 5 star to get the rating up. Tons of bad ratings on this by some people who were either misinformed or aren't very smart and didn't know what was in a rated R movie.
"Dec 28, 2019",POSITIVE,"A heck of a movie! Excellent! This has it all, suspense, anticipation, fear, complexity, thrill, excitement, etc. Its non-stop kind bending, suspenseful action! I see tons of movies a year, almost all of them, and this is one of the best films of the year. Definitely in my top 10, and lay be in my top 5."
"Dec 28, 2019",POSITIVE,"Had to check online to see if this was a true story. Very visceral and raw. I enjoy Sandlers dramatic roles. I totally forgot it was him at times. If you are in a dark and broody mood, this is your movie."
"Dec 28, 2019",POSITIVE,"plenty of action.
didn't like the ending, what happened?"
"Dec 28, 2019",NEUTRAL,Definitely too many plot holes but does make you think and talk about what was left out and what could have been. Way too much language but probably how those type of people would talk. Interesting is the best thing that I can say about this movie.
"Dec 28, 2019",POSITIVE,Very suspenseful. Overall good movie. 
"Dec 28, 2019",POSITIVE,"Insane atmosphere, brilliantly acted, and an ending thatll wow you. Whoever says its bad didnt watch it."
"Dec 28, 2019",NEGATIVE,It was very disturbing. Adam Sandler was great but the story was awful and very upsetting.
"Dec 28, 2019",NEGATIVE,I thought it was a stupid and pointless mover. There was no emotional connection with any of the characters and it was pretty pointless and a waste of time. I like Adam Sandler and heard that the movie had gotten good reviews. I dont know who the reviewer was. I shouldve gone to see knives out
"Dec 28, 2019",POSITIVE,Outstanding performance by Sandler.
"Dec 28, 2019",NEGATIVE,"Bad language, intense, not a lot of action. Bad storyline,  tough to watch esp during Xmas."
"Dec 28, 2019",POSITIVE,Adam Sandler is amazing !!
"Dec 28, 2019",NEGATIVE,Too violent and they said fuck about 1000 times
"Dec 28, 2019",NEGATIVE,"Absolutely the most annoying movie ever, if you enjoy watching people screaming at each other the entire movie, this one's for you"
"Dec 28, 2019",NEGATIVE,"Too long, too much of the same cycle of lowbrow dialog, scamming, wise guys. Save your time and $"
"Dec 28, 2019",NEGATIVE,It was so bad ..a lot of over acting 
"Dec 28, 2019",POSITIVE,"Terrific movie. Adam Sandler gave an award-worthy performance of a degenerate  gambler who just can't help himself.  I don't know or care about basketball, which is a big part of the plot, but there wasn't one second that my thoughts wandered or I looked away from the screen.  My friend who usually dozes off for a few minutes at every movie stayed awake from beginning to end.  Bravo!"
"Dec 28, 2019",POSITIVE,Brutal movie of a gambler living life on the edge.
"Dec 28, 2019",NEUTRAL,Too long. Plot didn’t have any real structure
"Dec 28, 2019",NEGATIVE,Too confusing moved move scene to scene and got dizziness but still slightly entertaining
"Dec 27, 2019",POSITIVE,The diamond district has its Modern day Willy Loman at 2nd hour of Good Fellas speed. 
"Dec 27, 2019",NEGATIVE,"This is an unpleasant movie with only unpleasant characters doing unpleasant things and with a particularly unpleasant ending.  The praise for Adam Sandler's performance is quite overdone, a one trick pony  In addition to being unpleasant, the plot, characters and themes are also uninteresting and false. There is only one honest moment in the movie — when Adam Sandler's wife calls him the most annoying person she's ever known and someone who she does not want to look at or touch. Certainly hearing that one true line did not redeem this otherwise awful film."
"Dec 27, 2019",POSITIVE,Dark and bizarre. Sandler CAN act! Wow...
"Dec 27, 2019",NEGATIVE,More than anything it was annoying.  So much yelling.  2 hours of your life you will never get back. I wanted to like this movie but I just couldn't.  The hype this movie received was not warranted.  Very slow and boring at times the best part was the end.
"Dec 27, 2019",NEGATIVE,Was embarrassingly bad.  With all that hype and positive critics reviews... Really?
"Dec 27, 2019",NEGATIVE,Without the F bomb there would be no dialogue. The plot is disfunctional and Sandlers character is incessantly screaming. Do not see this film!
"Dec 27, 2019",NEUTRAL,I wish it had a different ending
"Dec 27, 2019",NEGATIVE,Way too busy a movie. Wanted to leave after 20 minutes.
"Dec 27, 2019",NEGATIVE,Horrible movie! I should have walked out like others did! I guess I kept hoping it would get better.
"Dec 27, 2019",NEUTRAL,"There were some great aspects to the movie, and some not so great. Adam Sandler did great and has come so far from his Billy Madison days! The directors shot the entire movie in such a chaotic way that added a nice depth to the story line. However, the characters are truly horrible people who make it tough to display any sense of sympathy for them. By the the end of the movie, you’re happy the chaos is over and you can leave. "
"Dec 27, 2019",NEGATIVE,Just a boatload of noise! Couldnt wait to leave. So disappointed. Frantic. The music set my teeth on edge.
"Dec 27, 2019",NEGATIVE,"On of the worst movies Ive ever seen, Sandler did play an amazing role but everything else was bad. The way the movie was filmed was dizzying. Many parts were too long. Some people just got up and left while others said they had a headache."
"Dec 27, 2019",POSITIVE,"Compelling, insane pace. You feel Howard's desperation & exhilaration."
"Dec 27, 2019",NEGATIVE,"And all-around bad movie, terrible way to spend a Christmas day"
"Dec 27, 2019",POSITIVE,I loved how the movie kept me on my toes and the unpredictable ending
"Dec 27, 2019",NEGATIVE,The language was vile. Repetitive and frantic acting.  Sandler was good. The story was a downer and I would not recommend to anyone
"Dec 27, 2019",POSITIVE,a powerful compelling film .it portrays the reality of the life of a person afflicted with a terrible addiction.
"Dec 27, 2019",NEGATIVE,"I know most people liked the film, but just not for me. And I would very much like to know (this is not a spoiler) why John Amos appeared for two seconds  as himself as a tenant in an apartment building. I love him, but why didn't the filmmakers use this talented actor if he was going to be in this film? He had perhaps five words of dialogue!"
"Dec 27, 2019",POSITIVE,"If you don’t know, the movie is supposed to stress you out. Do your research on these directors. They did a great job. Your 1star reviewers just complain all the time like; mike who cheese hairy."
"Dec 27, 2019",NEGATIVE,This movie was awful!   Got up and walked out after an hour and 15 minutes.  It was like watching someone having a psychotic breakdown.  Kept hoping it would get better but did not.  After we left we noticed a few other people come out after us.
